	CTX-M-130	CTX-M-121	CTX-M-155	CTX-M-42	CTX-M-112	CTX-M-50	CTX-M-24	CTX-M-19	CTX-M-38	CTX-M-58	CTX-M-56	CTX-M-88	CTX-M-126	CTX-M-107	CTX-M-11	CTX-M-125	CTX-M-101	CTX-M-36	CTX-M-35	CTX-M-159	CTX-M-151	CTX-M-25	CTX-M-147	CTX-M-1	CTX-M-94	CTX-M-30	CTX-M-76	CTX-M-69	CTX-M-9	CTX-M-82	CTX-M-47	CTX-M-117	CTX-M-41	CTX-M-20	CTX-M-122	CTX-M-34	CTX-M-65	CTX-M-137	CTX-M-123	CTX-M-40	CTX-M-98	CTX-M-49	CTX-M-81	CTX-M-100	CTX-M-8	CTX-M-48	CTX-M-55	CTX-M-31	CTX-M-87	CTX-M-158	CTX-M-68	CTX-M-102	CTX-M-14	CTX-M-108	CTX-M-142	CTX-M-99	CTX-M-131	CTX-M-93	CTX-M-139	CTX-M-113	CTX-M-77	CTX-M-61	CTX-M-4	CTX-M-86	CTX-M-54	CTX-M-22	CTX-M-114	CTX-M-141	CTX-M-7	CTX-M-21	CTX-M-64	CTX-M-124	CTX-M-39	CTX-M-105	CTX-M-28	CTX-M-6	CTX-M-33	CTX-M-96	CTX-M-157	CTX-M-46	CTX-M-67	CTX-M-110	CTX-M-109	CTX-M-80	CTX-M-85	CTX-M-3	CTX-M-52	CTX-M-132	CTX-M-26	CTX-M-60	CTX-M-92	CTX-M-74	CTX-M-103	CTX-M-13	CTX-M-78	CTX-M-44	CTX-M-63	CTX-M-32	CTX-M-84	CTX-M-16	CTX-M-152	CTX-M-156	CTX-M-95	CTX-M-71	CTX-M-53	CTX-M-2	CTX-M-79	CTX-M-5	CTX-M-90	CTX-M-66	CTX-M-45	CTX-M-23	CTX-M-144	CTX-M-115	CTX-M-106	CTX-M-12	CTX-M-134	CTX-M-27	CTX-M-59	CTX-M-91	CTX-M-75	CTX-M-72	CTX-M-116	CTX-M-111	CTX-M-51	CTX-M-17	CTX-M-136	CTX-M-29	CTX-M-43	CTX-M-148	CTX-M-10	CTX-M-160	CTX-M-83	CTX-M-89	CTX-M-129	CTX-M-37	CTX-M-104	CTX-M-62	CTX-M-15	CTX-M-161	CTX-M-162	CTX-M-163	CTX-M-164	CTX-M-165	CTX-M-166	CTX-M-127	CTX-M-138	CTX-M-140	CTX-M-143	CTX-M-146	CTX-M-150	CTX-M-153	CTX-M-154	CTX-M-167	CTX-M-168	CTX-M-169	CTX-M-170	CTX-M-171	CTX-M-172	CTX-M-173	CTX-M-174	CTX-M-175	CTX-M-176	CTX-M-177	CTX-M-178	CTX-M-179	CTX-M-180	CTX-M-181	CTX-M-182	CTX-M-183	CTX-M-184	CTX-M-185	CTX-M-186	CTX-M-187	CTX-M-188	CTX-M-189	CTX-M-190	CTX-M-191	CTX-M-192	CTX-M-193	CTX-M-194	CTX-M-195	CTX-M-196	CTX-M-197	CTX-M-198	CTX-M-199	CTX-M-200	CTX-M-201	CTX-M-202	CTX-M-203	CTX-M-204	CTX-M-205	CTX-M-206	CTX-M-207	CTX-M-208	CTX-M-209	CTX-M-210	CTX-M-211	CTX-M-212	CTX-M-213	CTX-M-214	CTX-M-215	CTX-M-216	CTX-M-217	CTX-M-218	CTX-M-219	CTX-M-220	CTX-M-221	CTX-M-222	CTX-M-223	CTX-M-224	CTX-M-225	CTX-M-226	CTX-M-227	CTX-M-228	CTX-M-229	CTX-M-230	CTX-M-231	CTX-M-232	CTX-M-233	CTX-M-234	CTX-M-235	CTX-M-236	CTX-M-237	CTX-M-238	CTX-M-239	CTX-M-240	CTX-M-241	CTX-M-242	CTX-M-244	CTX-M-73	CTX-M-97
CTX-M-212	234	233	10	4	232	232	232	231	232	12	232	7	232	23	39	233	7	14	231	233	400	221	230	13	222	12	230	7	233	7	232	7	222	231	232	25	231	170	91	227	231	233	234	222	223	231	5	232	231	14	30	233	231	23	7	232	232	233	7	232	230	12	239	232	6	6	6	232	238	237	120	233	221	232	8	235	7	12	7	233	232	237	22	7	232	5	4	66	222	10	232	233	7	232	224	232	228	14	232	234	225	7	229	7	26	231	6	231	230	6	242	10	6	234	238	11	233	232	232	221	234	6	8	232	232	232	6	9	233	232	24	220	231	220	233	22	232	9	6	231	6	7	6	231	14	7	15	232	7	14	10	92	7	6	232	10	7	232	7	7	232	14	7	3	7	6	7	7	7	7	7	225	7	9	7	7	6	232	233	7	7	233	233	7	232	122	232	232	7	6	6	225	7	6	7	7	7	14	0	231	234	234	7	223	7	233	6	167	14	234	7	7	6	7	7	234	6	7	7	233	92	232	6	7	7	234	233	234	233	7	233	232
CTX-M-213	6	5	232	230	4	4	4	4	4	234	207	231	5	243	254	5	231	232	207	5	357	203	5	233	202	231	206	231	7	229	4	231	202	206	5	227	5	68	147	199	5	5	7	202	194	4	231	207	5	234	226	5	3	243	231	5	207	5	231	4	207	232	213	4	230	230	232	207	213	12	118	206	201	6	231	208	231	234	231	6	4	10	241	230	4	229	231	172	200	234	207	206	231	1	200	207	200	234	4	8	202	229	208	231	230	206	232	205	4	230	16	232	232	207	11	233	5	4	207	203	208	230	230	4	8	5	230	232	208	6	226	202	4	202	5	231	4	232	230	5	230	231	232	208	234	231	235	4	231	234	234	146	231	230	4	231	231	207	231	231	5	234	231	230	231	232	231	231	231	231	231	199	231	229	231	231	232	4	5	231	229	5	5	230	4	120	207	4	231	230	230	201	231	232	231	231	229	238	231	0	8	6	231	203	231	8	230	70	234	6	230	229	232	233	231	208	232	230	231	5	148	4	230	231	231	6	5	10	5	231	5	207
CTX-M-214	8	5	235	233	6	6	6	6	6	237	209	234	7	246	257	7	234	235	209	7	357	202	7	236	201	234	208	234	1	232	6	234	201	208	7	230	7	70	148	200	7	7	9	201	193	6	234	209	7	237	229	7	5	246	234	7	209	7	234	6	209	235	215	6	233	233	235	209	215	14	121	208	200	8	234	210	234	237	234	8	6	12	244	233	6	232	234	175	199	237	209	211	234	9	200	209	201	237	6	2	201	232	210	234	233	208	235	207	6	233	18	235	235	209	13	236	7	6	209	202	213	233	233	6	2	7	233	235	210	8	229	201	6	201	7	234	6	235	233	7	233	234	235	210	237	234	238	4	234	237	237	147	234	233	6	234	234	209	234	234	7	237	234	232	234	235	234	234	234	234	234	199	234	232	234	234	235	6	7	232	232	7	7	233	6	121	209	6	234	233	233	200	234	235	234	234	232	241	234	8	0	8	234	202	234	4	233	72	237	8	233	232	235	236	234	210	235	233	234	7	151	6	233	234	234	8	7	12	7	234	7	209
CTX-M-215	6	5	235	233	4	4	2	4	4	237	207	234	5	246	257	1	234	235	209	5	361	203	5	236	202	234	208	234	7	232	4	234	202	208	3	230	3	68	148	199	5	5	6	202	194	4	234	209	5	237	229	5	3	246	234	3	209	5	234	4	209	235	215	4	233	233	235	209	215	12	119	208	201	6	234	210	234	237	234	6	4	10	244	233	4	232	234	173	200	237	209	209	234	7	201	209	198	237	4	8	202	232	210	234	233	208	235	207	4	233	16	235	235	209	11	236	5	4	209	203	211	233	233	4	8	5	233	235	210	4	229	202	4	202	5	234	2	235	233	5	233	234	235	210	237	232	238	4	234	237	237	147	234	233	4	234	234	209	234	234	5	237	234	232	234	235	234	233	234	234	234	200	234	232	234	234	235	2	5	234	232	5	3	233	4	121	209	4	234	233	233	201	234	235	234	234	232	241	234	6	8	0	234	203	234	8	233	70	237	6	233	232	235	236	234	210	235	233	234	5	149	4	233	234	234	6	5	10	5	234	5	209
CTX-M-216	234	231	5	3	232	232	232	232	232	13	231	2	233	17	35	233	2	11	231	231	400	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	17	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	16	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	231	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	0	221	2	234	3	166	13	232	2	2	3	3	2	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-217	201	200	222	222	201	201	201	201	201	222	205	221	200	234	246	202	221	220	205	200	374	2	202	221	2	218	204	223	201	221	201	221	3	204	201	219	202	195	218	102	200	202	203	1	101	199	221	205	202	222	219	200	200	234	221	202	203	200	220	201	206	220	212	201	222	222	222	205	211	207	212	205	2	201	221	205	219	218	221	199	199	202	233	222	201	221	223	216	3	220	205	222	221	204	36	205	103	220	201	200	27	221	206	221	220	204	222	207	201	222	211	220	222	206	205	219	200	199	204	5	222	222	221	201	202	201	224	222	204	203	218	3	201	3	200	222	201	220	220	199	220	219	222	207	221	221	223	201	221	222	223	219	221	222	201	216	221	205	221	221	199	222	221	221	221	221	221	221	221	221	221	36	221	222	221	221	222	201	200	221	221	198	200	220	201	214	205	201	221	222	222	33	218	222	221	219	219	230	223	203	202	203	221	0	221	202	220	197	222	199	220	219	222	223	221	206	222	219	221	200	219	199	222	221	221	201	200	206	200	221	202	204
CTX-M-218	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	1	232	231	2	2	231	231	2	232	115	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	0	234	3	166	13	232	2	2	3	4	2	233	3	2	2	231	87	232	3	2	2	232	231	236	231	2	233	231
CTX-M-219	8	7	235	232	6	6	6	4	6	236	209	234	6	246	257	7	234	235	207	7	359	202	5	236	201	234	208	234	3	232	6	234	201	208	7	230	7	70	148	200	7	7	9	201	195	6	234	209	7	237	229	7	5	246	234	5	209	7	234	6	209	235	215	6	233	233	235	209	215	14	121	208	200	8	234	210	234	237	234	8	6	12	244	233	6	232	232	175	199	237	209	210	234	9	200	209	201	237	6	4	201	232	210	234	231	208	235	207	6	233	18	234	235	209	13	236	7	6	209	202	213	233	233	6	4	7	233	235	210	8	229	201	6	201	7	234	6	233	233	7	233	234	235	210	237	234	238	6	234	237	237	147	234	233	6	234	234	209	234	234	7	237	234	232	234	235	234	234	234	234	234	199	234	232	234	234	235	6	7	234	232	7	7	233	6	123	209	6	232	233	233	200	234	235	234	234	232	241	233	8	4	8	234	202	234	0	233	70	237	8	233	232	235	236	234	210	235	233	234	7	151	6	233	234	234	8	7	12	7	234	7	209
CTX-M-220	233	232	6	2	231	231	231	231	231	12	230	3	232	19	35	232	3	10	230	232	400	222	232	11	221	12	228	5	232	3	231	3	221	229	231	23	232	167	87	227	232	232	233	221	223	230	3	230	232	12	28	232	230	19	3	232	230	232	3	231	228	10	237	231	2	2	4	230	236	236	116	231	220	233	4	233	1	10	3	232	229	236	18	3	231	1	3	62	221	10	230	234	3	231	223	230	228	12	231	233	224	3	227	3	26	229	4	229	231	2	241	10	4	232	237	9	232	231	230	222	233	2	6	231	233	231	4	9	231	233	22	221	230	221	232	20	231	10	2	230	2	3	4	229	12	3	13	231	3	12	6	88	3	2	231	12	3	230	3	3	231	12	3	5	3	4	3	3	3	3	3	224	3	5	3	3	4	231	232	3	3	230	232	3	231	118	230	231	3	2	2	224	9	4	3	3	3	10	6	230	233	233	3	220	3	233	0	165	12	231	3	3	4	5	3	232	4	3	3	232	90	231	2	3	3	233	232	235	232	3	232	230
CTX-M-221	70	69	167	164	68	68	68	66	68	170	203	166	68	181	197	69	166	169	201	69	359	197	67	170	196	168	203	168	71	164	68	166	196	202	69	170	69	4	150	185	69	69	71	196	177	68	166	203	69	171	172	69	67	181	166	67	203	69	166	68	201	169	211	68	165	165	167	203	210	76	97	202	195	70	166	204	166	170	166	70	68	73	180	165	68	164	164	105	196	170	203	208	166	71	196	203	186	171	68	72	196	166	202	166	173	202	167	202	68	165	78	166	167	203	74	169	69	68	203	197	211	165	165	68	72	68	165	167	204	70	169	196	68	196	69	174	68	166	165	69	165	166	167	204	171	166	172	68	166	171	169	149	166	165	68	171	166	203	166	166	69	171	166	166	166	167	166	166	166	166	166	195	166	166	166	166	167	68	69	166	164	69	69	165	68	99	203	68	166	165	165	196	169	167	166	166	164	173	167	70	72	70	166	197	166	70	165	0	171	70	165	166	167	168	166	204	167	165	166	69	127	68	165	166	166	70	69	74	69	166	69	203
CTX-M-222	237	236	16	12	235	235	235	235	235	2	234	13	236	26	44	236	13	2	234	236	398	220	234	1	221	17	232	11	236	13	235	13	221	233	235	25	234	173	95	230	234	236	237	221	226	234	11	234	234	2	32	236	234	26	13	236	234	236	13	235	232	2	241	235	12	10	12	234	240	240	122	235	220	235	10	237	13	18	13	236	235	240	24	13	235	11	11	72	221	16	234	239	13	235	223	234	231	2	235	237	224	13	231	13	26	233	10	233	233	12	245	7	12	236	241	17	236	235	234	220	238	12	8	235	235	233	12	13	235	235	24	219	234	219	236	20	235	14	12	234	12	13	12	233	2	13	3	235	13	2	16	96	13	12	235	18	13	234	13	13	235	2	13	15	13	12	13	13	13	13	13	223	13	15	13	13	12	235	236	13	13	236	236	13	235	124	234	235	13	12	12	224	17	12	13	13	13	20	14	234	237	237	13	222	13	237	12	171	0	237	13	13	12	13	13	236	12	13	13	236	96	235	12	13	13	237	236	237	236	13	236	234
CTX-M-223	6	3	233	233	4	4	4	4	4	237	209	232	5	244	257	5	232	235	209	3	361	201	5	236	200	234	208	232	7	230	4	232	200	208	5	230	5	66	146	199	3	5	7	200	194	4	232	209	5	237	229	3	3	244	232	5	207	3	232	4	209	235	215	4	233	233	233	209	215	12	117	208	201	4	232	210	230	235	232	6	2	10	242	233	4	232	234	171	200	237	209	209	232	7	201	209	200	235	4	6	202	230	210	232	231	208	233	207	4	233	16	235	233	209	11	236	3	2	209	203	211	233	233	4	8	5	233	233	208	6	229	200	4	202	3	234	4	235	231	5	233	232	233	210	237	232	238	4	232	237	235	145	232	233	4	232	232	209	232	232	3	237	232	232	232	233	232	232	232	232	232	200	232	232	232	232	233	4	3	232	230	1	3	231	4	119	209	4	232	233	233	201	234	233	232	232	230	241	234	6	8	6	232	199	232	8	231	70	237	0	231	230	233	234	232	210	233	231	232	3	147	4	233	232	232	4	3	10	3	232	5	209
CTX-M-224	233	230	5	3	231	231	231	231	231	13	230	2	232	18	36	232	2	11	230	230	399	220	232	12	219	13	228	4	232	2	231	2	219	229	231	24	232	165	86	227	230	232	233	219	223	230	2	230	232	13	29	230	230	18	2	232	228	230	2	231	228	11	237	231	3	3	3	230	236	236	115	231	220	231	3	233	2	9	2	232	231	236	17	4	231	2	4	61	221	11	230	234	2	231	223	230	228	11	231	231	224	2	227	2	25	229	3	229	231	3	241	11	3	232	237	10	230	229	230	222	233	3	7	231	233	231	5	8	229	233	23	219	230	221	230	21	231	11	1	230	3	2	3	229	13	2	14	231	2	13	5	87	2	3	231	11	2	230	2	2	229	13	2	6	2	3	2	2	2	2	2	224	2	6	2	2	3	231	230	2	2	230	230	2	231	117	230	231	2	3	3	224	10	3	2	2	2	11	7	230	233	233	2	220	2	233	3	165	13	231	0	2	3	4	2	232	3	2	2	230	89	231	3	2	2	231	230	235	230	2	232	230
CTX-M-225	232	229	5	3	230	230	230	230	230	13	229	2	231	18	36	231	2	11	229	229	400	219	231	12	218	13	227	4	231	2	230	2	218	228	230	24	231	166	84	226	229	231	232	218	222	229	2	229	231	13	29	229	229	18	2	231	227	229	2	230	227	11	236	230	3	3	3	229	235	235	115	230	219	230	3	232	2	9	2	231	230	235	17	4	230	2	4	61	220	11	229	233	2	230	222	229	227	11	230	230	223	2	226	2	25	228	3	228	230	3	240	11	3	231	236	10	229	228	229	221	232	3	7	230	232	230	5	8	228	232	23	218	229	220	229	21	230	11	1	229	3	2	3	228	13	2	14	230	2	13	5	85	2	3	230	11	2	229	2	2	228	13	2	6	2	3	2	2	2	2	2	223	2	6	2	2	3	230	229	2	2	229	229	2	230	117	229	230	2	3	3	223	10	3	2	2	2	11	7	229	232	232	2	219	2	232	3	166	13	230	2	0	3	4	2	231	3	2	2	229	89	230	3	2	2	230	229	234	229	2	231	229
CTX-M-226	235	232	6	4	233	233	233	233	233	12	230	3	234	19	37	234	3	12	230	232	399	220	232	11	221	14	228	3	234	3	233	3	221	229	233	25	232	167	87	229	230	234	235	221	225	232	1	230	232	12	30	232	232	19	3	234	228	232	3	233	228	10	237	233	4	4	2	230	236	238	116	231	222	231	4	233	3	10	3	234	233	238	18	5	233	3	3	62	223	10	230	234	3	233	225	230	230	10	233	233	226	3	227	3	24	229	2	229	231	4	241	10	2	232	239	11	232	231	230	222	233	4	6	233	233	233	4	9	229	233	24	219	232	221	232	22	233	12	2	232	4	3	2	229	12	3	13	233	3	12	6	88	3	4	233	12	3	230	3	3	231	12	3	7	3	2	3	3	3	3	3	226	3	7	3	3	2	233	232	3	3	232	232	3	232	118	230	233	3	4	4	226	11	2	3	3	3	12	6	232	235	235	3	222	3	235	4	167	12	233	3	3	0	3	3	232	2	3	3	232	88	233	4	3	3	233	232	235	232	3	234	230
CTX-M-227	236	233	7	5	234	234	234	234	234	13	233	4	235	19	37	235	4	13	233	233	399	221	233	12	222	15	231	4	235	4	234	4	222	232	234	26	233	168	88	230	231	235	236	222	226	233	2	233	233	13	31	233	233	19	4	235	231	233	4	234	231	11	240	234	5	5	3	233	239	239	117	234	223	232	5	236	4	11	4	235	234	239	18	6	234	4	4	63	224	11	233	237	4	234	226	233	231	11	234	234	227	4	230	4	25	232	3	232	232	5	244	11	3	234	240	12	233	232	233	223	236	5	7	234	234	234	5	10	232	234	25	220	233	222	233	23	234	13	3	233	5	4	3	232	13	4	14	234	4	13	7	89	4	5	234	13	4	233	4	4	232	13	4	8	2	3	4	4	4	4	4	227	4	6	4	4	3	234	233	4	4	233	233	4	234	119	233	234	4	5	5	227	12	3	4	4	4	13	7	233	236	236	3	223	4	236	5	168	13	234	4	4	3	0	4	235	3	4	4	233	89	234	5	4	4	234	233	236	233	4	235	233
CTX-M-228	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	0	233	3	2	2	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-229	208	209	234	232	206	208	208	208	208	236	5	233	207	246	258	209	233	234	5	209	376	206	209	235	205	233	10	234	209	233	208	233	205	5	207	231	209	204	222	213	209	209	210	205	211	206	233	5	209	236	223	209	207	246	231	209	5	209	233	208	12	235	21	208	232	231	234	5	25	209	216	9	204	210	233	18	233	234	233	206	208	211	245	232	208	231	233	222	203	234	5	140	233	209	208	5	214	236	208	210	208	233	13	233	234	4	233	11	208	232	215	232	234	10	212	233	209	208	5	204	141	231	232	208	210	207	232	233	6	210	230	205	208	205	209	229	208	234	232	206	232	233	234	7	236	233	237	208	233	236	236	223	233	232	208	234	233	5	233	233	208	236	233	232	233	234	233	233	233	233	233	208	233	234	233	233	234	208	209	233	233	209	209	232	207	218	5	208	233	232	232	209	234	234	233	233	231	240	234	208	210	210	233	206	233	210	232	204	236	210	232	231	232	235	233	0	234	231	233	209	222	208	232	233	233	210	209	213	209	233	207	5
CTX-M-230	235	232	6	4	233	233	233	233	233	12	232	3	234	19	37	234	3	12	232	232	400	220	232	11	221	14	230	3	234	3	233	3	221	231	233	25	232	167	87	229	230	234	235	221	225	232	1	232	232	12	30	232	232	19	3	234	230	232	3	233	230	10	238	233	4	4	2	232	237	238	116	233	222	231	4	234	3	10	3	234	233	238	18	5	233	3	3	62	223	10	232	236	3	233	225	232	230	10	233	233	226	3	229	3	24	231	2	231	231	4	243	10	2	234	239	11	232	231	232	222	235	4	6	233	233	233	4	9	231	233	24	219	232	221	232	22	233	12	2	232	4	3	2	231	12	3	13	233	3	12	6	88	3	4	233	12	3	232	3	3	231	12	3	7	3	2	3	3	3	3	3	226	3	7	3	3	2	233	232	3	3	232	232	3	233	118	232	233	3	4	4	226	11	2	3	3	3	12	6	232	235	235	3	222	3	235	4	167	12	233	3	3	2	3	3	234	0	3	3	232	88	233	4	3	3	233	232	235	232	3	234	232
CTX-M-231	233	230	5	3	231	231	231	231	231	13	229	2	232	18	36	232	2	11	229	230	399	219	232	12	218	13	227	4	232	2	231	2	218	228	231	23	232	165	86	226	230	232	233	218	222	229	2	229	232	13	28	230	230	18	2	232	227	230	2	231	227	11	236	231	3	3	3	229	235	236	115	230	219	231	3	232	2	9	2	231	231	236	17	3	231	2	4	61	220	11	229	233	2	231	222	229	227	11	231	231	223	2	226	2	24	228	3	228	231	3	241	11	3	231	237	10	230	229	229	221	232	3	7	231	233	231	5	8	228	233	22	218	230	220	230	21	231	11	1	230	3	2	3	230	13	2	14	231	2	13	5	87	2	3	231	11	2	229	2	2	229	13	2	6	2	3	2	2	2	2	2	223	2	6	2	2	3	231	230	2	2	230	230	2	231	117	229	231	2	3	3	223	10	3	2	2	2	11	7	230	233	233	2	219	2	233	3	165	13	231	2	2	3	4	2	231	3	0	2	230	89	231	3	2	2	231	230	235	230	2	232	229
CTX-M-232	234	231	5	3	232	232	232	232	232	13	231	2	233	18	36	233	2	11	231	231	401	221	233	12	220	13	229	4	233	2	232	2	220	230	232	24	233	166	86	228	231	233	234	220	224	231	2	231	233	13	29	231	231	18	2	233	229	231	2	232	229	11	238	232	3	3	3	231	237	237	115	232	221	232	3	234	2	9	2	233	232	237	17	4	232	2	4	61	222	11	231	235	2	232	224	231	229	11	232	232	225	2	228	2	25	230	3	230	232	3	242	11	3	233	238	10	231	230	231	223	234	3	7	232	234	232	5	8	230	234	23	220	231	222	231	21	232	11	1	231	3	2	3	230	13	2	14	232	2	13	5	87	2	3	232	11	2	231	2	2	230	13	2	6	2	3	2	2	2	2	2	225	2	6	2	2	3	232	231	2	2	231	231	2	232	117	231	232	2	3	3	225	10	3	2	2	2	11	7	231	234	234	2	221	2	234	3	166	13	232	2	2	3	4	2	233	3	2	0	231	89	232	3	2	2	232	231	236	231	2	233	231
CTX-M-233	5	2	232	232	3	3	3	3	3	236	208	231	4	243	256	4	231	234	208	2	360	200	4	235	199	233	207	231	6	229	3	231	199	207	4	229	4	65	145	198	2	4	6	199	191	3	231	208	4	236	228	2	2	243	231	4	206	2	231	3	208	234	214	3	232	232	232	208	214	11	116	207	200	3	231	209	231	234	231	5	3	9	241	232	3	231	233	170	199	236	208	208	231	6	200	208	199	234	3	5	201	229	209	231	230	207	232	206	3	232	15	234	232	208	10	235	2	1	208	202	210	232	232	3	7	4	232	232	207	5	228	199	3	201	2	233	3	234	230	4	232	231	232	209	236	231	237	3	231	236	234	144	231	232	3	231	231	208	231	231	2	236	231	231	231	232	231	231	231	231	231	199	231	231	231	231	232	3	2	231	229	2	2	230	3	118	208	3	231	232	232	200	233	232	231	231	229	240	233	5	7	5	231	200	231	7	232	69	236	3	230	229	232	233	231	209	232	230	231	0	146	3	232	231	231	3	2	9	2	231	4	208
CTX-M-234	149	146	90	90	147	147	147	147	147	96	221	89	148	105	123	148	89	96	221	146	395	217	146	95	218	99	219	89	150	87	147	89	218	220	148	99	146	125	27	214	144	148	150	218	208	146	87	221	146	96	96	146	146	105	89	148	219	146	89	147	221	94	228	147	90	90	88	221	227	152	30	220	219	145	90	224	89	96	89	148	147	152	104	91	147	89	89	28	218	96	221	230	89	149	218	221	215	94	147	149	220	89	220	89	98	220	88	220	145	90	159	96	88	221	153	97	146	145	221	219	230	90	92	147	149	147	90	95	220	147	98	216	146	218	146	99	147	98	88	147	90	89	88	220	96	89	97	147	89	96	92	26	89	90	147	98	89	221	89	89	145	96	89	92	89	88	89	89	89	89	89	219	89	93	89	89	86	147	146	89	89	146	146	88	147	30	221	147	89	90	90	219	97	88	89	89	89	98	92	148	151	149	89	219	87	151	90	127	96	147	89	89	88	89	89	222	88	89	89	146	0	147	90	89	89	147	146	151	146	89	148	221
CTX-M-235	4	3	233	231	2	2	2	2	2	235	207	232	3	244	255	3	232	233	207	3	359	199	3	234	198	232	206	232	5	230	2	232	200	206	3	228	3	66	146	195	3	3	5	198	190	2	232	207	3	235	227	3	1	244	232	3	207	3	232	2	207	233	213	2	231	231	233	207	213	10	117	206	197	4	232	208	232	235	232	4	2	8	242	231	2	230	232	171	196	235	207	207	232	5	197	207	196	235	2	6	198	230	208	232	231	206	233	205	2	231	14	233	233	207	9	234	3	2	207	199	209	231	231	2	6	3	231	233	208	4	227	200	2	198	3	232	2	233	231	3	231	232	233	208	235	232	236	2	232	235	235	145	232	231	2	232	232	207	232	232	3	235	232	230	232	233	232	232	232	232	232	196	232	230	232	232	233	2	3	232	230	3	3	231	2	119	207	2	232	231	231	197	232	233	232	232	230	239	232	4	6	4	232	199	232	6	231	68	235	4	231	230	233	234	232	208	233	231	232	3	147	0	231	232	232	4	3	8	3	232	3	207
CTX-M-236	233	232	6	2	231	231	231	231	231	12	230	3	232	19	35	232	3	10	230	232	400	222	232	11	221	12	228	5	232	3	231	3	221	229	231	23	232	167	87	227	232	232	233	221	223	230	3	230	232	12	28	232	230	19	3	232	230	232	3	231	228	10	237	231	2	2	4	230	236	236	116	231	220	233	4	233	3	10	3	232	231	236	18	3	231	1	3	62	221	10	230	234	3	231	223	230	228	12	231	233	224	3	227	3	26	229	4	229	231	2	241	10	4	232	237	9	232	231	230	222	233	2	6	231	233	231	4	9	231	233	22	221	230	221	232	20	231	10	2	230	2	3	4	229	12	3	13	231	3	12	6	88	3	2	231	12	3	230	3	3	231	12	3	5	3	4	3	3	3	3	3	224	3	5	3	3	4	231	232	3	3	232	232	3	231	118	230	231	3	2	2	224	9	4	3	3	3	10	6	230	233	233	3	222	3	233	2	165	12	233	3	3	4	5	3	232	4	3	3	232	90	231	0	3	3	233	232	235	232	3	232	230
